id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
17878,"Very Nice 2Br in Copacabana w. balcony, fast WiFi",68997,Matthias,,Copacabana,-22.96599,-43.1794,Entire home/apt,170,5,265,2021-05-21,2.11,1,317
24480,Nice and cozy near Ipanema Beach,99249,Goya,,Ipanema,-22.98405,-43.20189,Entire home/apt,283,3,85,2017-04-22,0.88,1,154
25026,Beautiful Modern Decorated Studio in Copa,102840,Viviane,,Copacabana,-22.97735,-43.19105,Entire home/apt,160,7,238,2019-04-27,1.89,2,316
35636,Cosy flat close to Ipanema beach,153232,Patricia,,Ipanema,-22.98839,-43.19232,Entire home/apt,256,2,181,2019-12-06,1.97,1,167
35764,COPACABANA SEA BREEZE  -  RIO - 20 X Superhost,153691,Patricia Miranda & Paulo,,Copacabana,-22.98107,-43.19136,Entire home/apt,120,3,363,2019-06-15,3.05,1,92
48305,Bright 6bed Penthouse Seconds from Beach,70933,Goitaca,,Ipanema,-22.98591,-43.20302,Entire home/apt,1699,2,82,2021-06-08,0.81,7,324
48726,Rio de Janeiro Copacabana Ipanema,221941,Vana,,Copacabana,-22.98528,-43.19264,Private room,102,3,42,2019-08-08,0.93,1,89
48901,Confortable 4BD 3.5BT Atlantic avenue,222884,Marcio,,Copacabana,-22.96574,-43.17514,Entire home/apt,687,3,4,2015-08-13,0.06,1,0
49179,Djalma Ocean View Studio with Amazing Views #100A,224192,David,,Copacabana,-22.9791,-43.19008,Entire home/apt,150,3,100,2020-10-09,0.97,35,176
50759,4 Suites lake front Barra da Tijuca,233554,Felipe,,Barra da Tijuca,-23.00451,-43.30873,Entire home/apt,3171,1,7,2015-11-27,0.10,4,365
51703,"Ocean view, block of the beach, Copacabana,Ipanema",238091,Dália,,Copacabana,-22.98234,-43.19164,Entire home/apt,138,3,170,2021-07-12,1.69,2,352
53533,4BD JOATINGA-CASA LINDA w/POOL!  WALK TO BEACH🌺🌺🌺,249439,Sherri & Andre,,Joá,-23.00809,-43.29113,Entire home/apt,1169,2,13,2017-03-05,0.13,1,357
64795,Ipanema amazing 3 BDRs apartment.,93005,Andrea,,Ipanema,-22.98169,-43.2028,Entire home/apt,400,3,21,2021-05-20,0.23,1,316
65546,"Beach Block 3bed Penthouse, Ipanema Best Location",70933,Goitaca,,Ipanema,-22.98599,-43.20299,Entire home/apt,1528,2,66,2021-06-11,0.66,7,324
66574,Beach apart in Rio (sept/nov 2021),326301,Frederic,,Flamengo,-22.92837,-43.17473,Entire home/apt,180,4,1,2016-08-24,0.02,1,329
66797,Studio Apart  for rent in ipanema.,328096,Carlos,,Copacabana,-22.9824,-43.19593,Entire home/apt,143,3,212,2021-01-31,2.61,2,237
68422,Copacabana Beach Living+AirConWiFi,339264,David,,Copacabana,-22.98553,-43.18964,Private room,199,4,79,2017-02-20,0.66,1,89
70080,Apart-hotel in Ipanema with service and garage,319672,Valeria,,Ipanema,-22.9854,-43.19602,Entire home/apt,269,2,398,2021-07-05,3.44,6,164
73581,Studio Between Ipanema/Copacabana,384673,Pedro,,Copacabana,-22.9819,-43.19273,Entire home/apt,169,3,143,2019-06-16,1.20,1,180
76245,Spacious Home Heart of Rio290m4QT. Discount10%week,406651,Diogo,,Copacabana,-22.98192,-43.19397,Entire home/apt,653,2,125,2020-01-02,1.03,1,199
76300,"GREAT VIEW -Guesthouse ""CASA 48""- Santa Teresa  #1",406989,Casa 48 Guesthouse,,Santa Teresa,-22.92742,-43.19464,Private room,60,7,215,2020-02-28,1.88,6,108
76961,Tiny House in Lapa,411441,Marcelle,,Centro,-22.91258,-43.18902,Entire home/apt,100,30,98,2020-02-03,0.85,1,173
77318,❤Unique RIO | retreat w/ forest view in hot spot,110002,Silvia,,Gávea,-22.97766,-43.2311,Entire home/apt,207,5,37,2020-01-02,0.59,1,28
80145,Stay in a small imperial castle !,432777,Andreas,,Santa Teresa,-22.92456,-43.19028,Private room,102,2,14,2014-06-24,0.15,2,365
85807,Ipanema Copa Flat,470565,Sebastian,,Ipanema,-22.98552,-43.19432,Entire home/apt,169,2,4,2020-03-13,0.21,6,197
86670,AMAZING VIEW ON THE LEBLON/IPANEMA BOARDER.,474221,June,,Leblon,-22.98361,-43.21827,Entire home/apt,246,2,85,2019-10-13,0.74,6,77
86864,Apartamento Moderno e confortavel,476162,Simone,,Copacabana,-22.98174,-43.19039,Entire home/apt,130,5,0,,,9,348
86978,Room For a Rent : Rio de Janeiro,476838,Antonio,,Jacarepaguá,-22.97293,-43.38321,Private room,767,1,0,,,1,365
87762,Apartamento a 1 quadra da praia de Ipanema/Leblon,480527,Pablo,,Ipanema,-22.98339,-43.21436,Entire home/apt,109,2,15,2019-10-12,0.32,1,336
88528,COZY APARTAMENT ON THE COPACABANA BEACH BLOCK.,474221,June,,Copacabana,-22.97794,-43.18969,Entire home/apt,179,2,66,2017-08-09,0.64,6,161
88781,» 30% Off « Beach 50m & Metro > 5 min!!,474221,June,,Copacabana,-22.97456,-43.18807,Entire home/apt,168,2,48,2018-08-06,0.46,6,13
89862,BL27 ·NO MELHOR LUGAR DE COPACABANA,474221,June,,Copacabana,-22.97607,-43.18926,Entire home/apt,224,2,45,2020-03-15,0.43,6,128
89893,Exotic place in Rio de Janeiro.,483023,Geny,,Laranjeiras,-22.94124,-43.19214,Private room,460,1,0,,,1,365
89981,IPANEMA  QUARTO + BANHEIRO PRIVADO,488707,Celia,,Ipanema,-22.98088,-43.20042,Private room,205,3,167,2019-09-18,1.46,1,140
94895,temporada,506187,Sheila,,Copacabana,-22.97256,-43.18948,Private room,180,1,7,2017-02-27,0.10,3,365
96431,Amazing ocean view !,511850,Marina E Ernani,,Barra da Tijuca,-23.01124,-43.37081,Entire home/apt,286,4,51,2019-10-02,0.50,2,188
96478,APARTAMENT IN BOTAFOGO  BEAUTIFULL,530471,Hugo,,Botafogo,-22.94656,-43.18176,Private room,170,4,0,,,3,365
97636,Rio de Janeiro for you! Go for it!,496656,Marcia  Longras,,Botafogo,-22.94169,-43.18703,Private room,128,8,17,2016-10-04,0.15,11,365
99547,Lapa Archs | Santa Teresa best studio for 2 people,524101,Fabiana,,Centro,-22.91408,-43.18233,Entire home/apt,169,4,61,2021-03-11,0.60,1,364
99971,Right in front of the beach in Rio!,525976,Ricardo,,Leblon,-22.98812,-43.22897,Entire home/apt,362,3,107,2019-12-03,1.75,1,345
101182,APARTAMENT IN FRONT OF THE BEACH,530471,Hugo,,Botafogo,-22.94837,-43.18315,Entire home/apt,200,4,0,,,3,365
103053,santa teresa bairro fatima lapa,533278,Kaka,,Santo Cristo,-22.90559,-43.20979,Private room,358,1,0,,,1,365
106372,Reveillon & Natal na Barra da Tijuca. Rj,551316,Katia,,Barra da Tijuca,-23.00744,-43.43045,Entire home/apt,650,4,7,2016-08-13,0.16,1,362
107469,Quarto confortável com vista panorâmica,556738,Casa Da Carmen E,,Santa Teresa,-22.91889,-43.18038,Private room,54,60,2,2018-12-21,0.02,4,210
108072,Nice 1 BR Apartment in Copacabana,521514,Chris,,Copacabana,-22.98314,-43.19086,Entire home/apt,178,3,147,2020-12-06,1.21,1,355
108882,Gloria Sunshine Apartment in Rio,475926,Angelica/ Fca,,Glória,-22.91972,-43.1789,Entire home/apt,242,3,57,2017-02-14,0.53,1,232
109747,IPANEMA'S MOST BEAUTIFUL VIEW for 6+2,554897,Jane,,Ipanema,-22.98697,-43.19751,Entire home/apt,742,2,157,2021-07-12,1.47,1,63
118355,HOUSE IN GARDEN,523251,Humberto,,Itanhangá,-22.98752,-43.31505,Entire home/apt,2043,1,3,2019-03-06,2.50,6,222
125115,DISCOVERING RIO - Maracanã & Samba,622730,Claudio,,São Cristóvão,-22.90461,-43.22222,Private room,767,1,2,2013-02-12,0.02,1,365
125656,"Copacabana Studio -  5* Reviews, 5 mins to Beach",624433,Alan & Catherine,,Copacabana,-22.9696,-43.1887,Entire home/apt,295,2,85,2020-02-27,0.69,1,364
130234,excellent studio apartment,641519,Osvaldo,,Copacabana,-22.97575,-43.18877,Entire home/apt,180,3,4,2018-10-21,0.14,1,0
130501,Nice penthouse in Copacabana beach,642497,Pietro,,Copacabana,-22.96865,-43.18975,Entire home/apt,550,2,14,2016-12-29,0.65,2,363
132114,beauty beedrom in Laranjeiras.,649320,Stella E Antonio,,Laranjeiras,-22.93707,-43.19071,Private room,105,1,5,2016-06-05,0.11,1,363
132832,COPACABANA Beach View Room,652627,Ana,,Copacabana,-22.98282,-43.18935,Private room,160,2,4,2019-01-04,0.06,3,89
132909,QUARTO PRIVATIVO,652889,Fernando Patricio,,Maracanã,-22.91547,-43.22638,Private room,300,1,1,2016-02-02,0.02,1,364
133221,The room has its own toilet.,6416134,Rose,,Santa Teresa,-22.91882,-43.17828,Private room,70,2,30,2013-11-20,0.30,1,365
137002,"Very sophisticated in the mettle of Leblon, av. Cupertino",635510,Gilberto,,Leblon,-22.98251,-43.22108,Entire home/apt,941,2,21,2020-12-26,0.19,5,182
137048,Charming 2 bedroom flat in Leblon,670198,Clarisse,,Leblon,-22.98175,-43.22492,Entire home/apt,180,3,35,2011-09-25,0.63,1,222
137150,Penthouse at Lagoa close to Ipanema,670788,Roberto,,Lagoa,-22.97366,-43.20493,Entire home/apt,2557,21,0,,,1,365
137343,"2BR, 2 blocks from Ipanema Beach",671579,Karen,,Ipanema,-22.98456,-43.1956,Entire home/apt,356,6,39,2018-12-20,0.38,1,209
141434,URCA Amazing Penthouse w/ best view/ 230 m2,687759,Adriana,,Botafogo,-22.95454,-43.17442,Entire home/apt,870,3,28,2021-02-26,1.66,2,364
146402,Suite in a beautiful house-Lagoa/RJ,713797,Rosalia,,Humaitá,-22.96148,-43.20038,Private room,256,2,81,2019-03-07,0.72,4,365
154127,Lindo Apt. Rio Centro / Rock in Rio,757937,Renata,,Jacarepaguá,-22.97275,-43.41337,Entire home/apt,250,1,0,,,1,365
166177,Studio  70 meters from Copacabana beach,792218,Levy,,Copacabana,-22.97854,-43.1904,Entire home/apt,118,2,88,2021-01-10,0.73,10,356
166861,Private Double room at Copacabana,454863,Dary,,Copacabana,-22.98413,-43.19235,Private room,229,3,12,2020-02-24,0.14,2,203
166972,O MELHOR ESTÚDIO DE  COPACABANA,795470,Luiz Otavio,,Copacabana,-22.96614,-43.18401,Entire home/apt,170,3,1,2019-11-06,0.05,1,228
167031,"Arpoador beach, the best part of Ipanema",792218,Levy,,Ipanema,-22.9869,-43.19286,Entire home/apt,154,2,60,2016-12-31,0.57,10,363
167932,Quiet studio in the best of COPA,792218,Levy,,Copacabana,-22.97064,-43.18496,Entire home/apt,127,2,74,2018-08-18,0.66,10,362
170265,Quarto confortável na praia da Barra da Tijuca,811735,Ivana,,Barra da Tijuca,-23.0102,-43.37246,Private room,200,2,1,2019-10-06,0.05,2,363
170397,Studio in the HEART of Copacabana,792218,Levy,,Copacabana,-22.97135,-43.18779,Entire home/apt,122,2,100,2019-01-12,0.84,10,363
171505,Come and feel at home,820276,Cristiana,,Vidigal,-22.99327,-43.23481,Entire home/apt,409,3,1,2016-08-21,0.02,1,363
172902,Studio between Ipanema / Copacabana,792218,Levy,,Copacabana,-22.98114,-43.19429,Entire home/apt,219,2,91,2017-01-28,0.77,10,357
173709,Excelent apt near Copacabana beach,829630,Luciana,,Copacabana,-22.96104,-43.17647,Entire home/apt,103,1,71,2019-04-30,0.70,3,256
174101,Penthouse & Private Airy and Quiet Terrace,259815,Valerie & Alex,,Copacabana,-22.98015,-43.19098,Entire home/apt,601,3,191,2021-03-15,1.62,2,51
176185,Penthouse Oceanview Copacab/Ipanema,842466,Wolfgang,,Copacabana,-22.98401,-43.19035,Entire home/apt,679,3,140,2019-12-23,1.18,1,361
178833,Penthouse #1! Best Internet! Veranda! Expat US-DE,856145,Mario,,Copacabana,-22.98026,-43.19109,Private room,148,10,109,2020-11-28,1.02,2,303
178951,Penthouse #2! Best Internet! Veranda! Expat US-DE,856145,Mario,,Copacabana,-22.97858,-43.19075,Entire home/apt,171,10,85,2020-12-23,0.84,2,268
181138,"Stunning penthouse with ocean view and panoramic terrace, beach one minute away.",868175,Yann,,Copacabana,-22.98467,-43.19166,Entire home/apt,1083,5,64,2021-04-29,0.57,1,78
186604,Private room in downtown Rio,896919,Mauro,,Centro,-22.90544,-43.19471,Private room,614,3,0,,,1,365
186989,Quitinete em Santa Teresa,211028,Lisa,,Santa Teresa,-22.92122,-43.18354,Entire home/apt,150,2,2,2016-02-11,0.02,2,364
187092,Studio in Santa Teresa,211028,Lisa,,Santa Teresa,-22.92253,-43.18357,Entire home/apt,199,3,0,,,2,365
188155,Copacabana - 2 rooms - Carnival available,617333,Luis,,Copacabana,-22.96775,-43.18457,Entire home/apt,180,2,35,2018-11-06,0.33,3,183
190204,Venusian Room at Botafogo,918340,Flávia,,Botafogo,-22.94882,-43.18121,Private room,250,3,46,2020-02-08,0.43,2,364
190906,Charmoso apartamento na praia de Ipanema,823800,Rafaella,,Ipanema,-22.98057,-43.1995,Entire home/apt,235,3,165,2021-05-05,1.53,19,356
191955,bedroom suite,929229,Arlete,,Humaitá,-22.95644,-43.19992,Private room,100,5,1,2016-01-18,0.01,2,358
193317,Bedroom Ipanema 1 block from beach,937397,Adriano,,Ipanema,-22.98467,-43.19714,Private room,99,2,181,2020-01-02,1.84,3,173
196312,Flat between Copacabana & Ipanema,955720,Priscilla,,Copacabana,-22.98357,-43.19408,Entire home/apt,180,2,76,2015-01-05,0.64,1,9
198646,COME SPEND THE BEST PLACE IN RIO!!!,969822,Lucia,,Marechal Hermes,-22.8607,-43.36681,Private room,69,1,6,2014-08-26,0.14,2,363
198665,Comfort and safety on your trip,969899,Josevalda,,Jardim Botânico,-22.96055,-43.22285,Private room,460,3,6,2016-08-16,0.05,1,365
201308,"Nice area,  safe,clean and central",984392,Mrs. Cindy,,Laranjeiras,-22.93595,-43.18791,Private room,767,3,2,2016-02-12,0.02,1,365
201490,Wonderful house surrounded by green,985704,Ana,,Itanhangá,-22.97971,-43.32548,Private room,150,2,0,,,1,365
202400,COPACABANA - RIO DE JANEIRO - 1/2 block from beach,961863,Caesar,,Copacabana,-22.97323,-43.18819,Entire home/apt,331,3,0,,,1,365
202778,Best Studio in Rio - Copacabana,529105,Alex,,Copacabana,-22.96582,-43.17786,Entire home/apt,153,3,200,2020-09-09,1.67,3,365
203674,"IPANEMA PENTHOUSE,JACUZZI + STUNNING CRISTO VIEWS!",999125,Alastair,,Ipanema,-22.98335,-43.20306,Entire home/apt,2088,5,48,2019-01-30,0.50,1,145
209671,1 bed apartment in beautiful Gloria,1005728,Humphry,,Glória,-22.92368,-43.17421,Entire home/apt,153,7,0,,,2,139
210173,"BEAUTIFUL! Spacious,all rooms",1030316,Elizabeth,,Copacabana,-22.98596,-43.19001,Private room,1576,2,3,2012-02-20,0.03,3,108
215793,"BEAUTIFUL! Spacious,king room!",1030316,Elizabeth,,Copacabana,-22.98596,-43.19001,Private room,427,2,30,2019-12-23,0.50,3,108
215887,"BEAUTIFUL! Spacious,TWIN ROOM.",1030316,Elizabeth,,Copacabana,-22.98596,-43.19001,Private room,220,2,32,2020-02-26,0.54,3,365
216436,STUNNING WEST RIO BEACHES & MNTNS,2182548,Naiana,,Vargem Grande,-22.98271,-43.49074,Entire home/apt,1000,1,1,2011-11-06,0.01,1,85
216461,Comfortable room in Flamengo / RIO,1154263,"Zeilma , Da",,Flamengo,-22.9399,-43.17676,Private room,767,1,0,,,1,365
216700,Ótimo quarto perto Cristo Redentor,1118486,Moara,,Laranjeiras,-22.94373,-43.19147,Private room,180,4,20,2013-09-23,0.18,2,364
217881,Cool 3 bedroom Ipanema,1125885,Adriana,,Ipanema,-22.98424,-43.19591,Entire home/apt,1500,30,3,2015-11-03,0.03,8,358
219250,Varandão Atelier Lounge Sta. Teresa,1134264,Ricardo,,Santa Teresa,-22.91666,-43.17947,Entire home/apt,170,2,351,2021-03-01,3.17,2,354
220377,Hosts in Rio Master room (double),1142424,Taciana,,Tijuca,-22.9288,-43.24046,Private room,150,2,4,2012-03-07,0.03,1,364
220705,Comfortable room in quiet street,1144461,Rachel,,Copacabana,-22.98246,-43.19376,Private room,300,3,0,,,2,365
223073,❤️ MODERN LOFT IN BEST SPOT OF IPANEMA 1 - 120MB❤️,503995,❤️ BrUx ❤️,,Ipanema,-22.9828,-43.20467,Entire home/apt,137,1,397,2021-06-23,3.49,7,365
223200,Apart-Hotel Triplex Praia Flamengo,1159474,Elias,,Flamengo,-22.93698,-43.17453,Entire home/apt,281,2,128,2015-05-05,1.12,1,9
230989,Nice Flat in Copacabana  Ocean View,1207700,Maria Luiza,,Copacabana,-22.97923,-43.18902,Entire home/apt,120,3,103,2020-11-17,0.87,4,356
231105,"Suite 2 people, beach, events, fun",1208327,Christian,,Jacarepaguá,-22.96786,-43.38801,Entire home/apt,126,2,67,2017-04-26,0.70,3,123
231497,Nice big studio in Copacabana,1207700,Maria Luiza,,Copacabana,-22.98238,-43.19215,Entire home/apt,120,3,53,2021-01-30,0.45,4,365
231516,Apartment on Copacabana beach,1207700,Maria Luiza,,Copacabana,-22.97787,-43.18792,Entire home/apt,350,3,30,2014-07-02,0.27,4,289
236991,PRAIA DE COPACABANA!!   1 BLOCK FROM THE BEACH,1241662,Nilda,,Copacabana,-22.96488,-43.17478,Entire home/apt,61,7,25,2020-09-27,0.29,1,64
238802,EXCELLENT TWO BEDROOM APARTMENT IN COPACABANA,235496,Paola & Isak,,Copacabana,-22.96386,-43.17757,Entire home/apt,320,2,43,2016-09-01,0.37,5,286
239531,Bedroom with seaview  surrounded with everything,792218,Levy,,Copacabana,-22.96434,-43.17563,Entire home/apt,149,2,88,2019-09-01,0.76,10,358
242214,APT IN BOTAFOGO INFRONT OF THE BEAC,530471,Hugo,,Botafogo,-22.94985,-43.18104,Entire home/apt,200,1,0,,,3,365
245951,Luxury Apartment in Copacabana,1289982,Carnaval Turismo,,Copacabana,-22.96704,-43.18201,Entire home/apt,230,3,13,2019-03-08,0.11,1,360
247052,Christ the Redeemer View,1295841,Osmar,,Botafogo,-22.95665,-43.18481,Entire home/apt,332,5,0,,,1,188
247779,Cozy Apartment in Ipanema!,1298591,Karina,,Copacabana,-22.9851,-43.1932,Entire home/apt,170,2,128,2020-01-08,1.29,1,88
248756,Copacabana 1 block away from beach,804664,Bernardo,,Copacabana,-22.98029,-43.19054,Entire home/apt,350,3,124,2021-01-10,1.20,1,347
249323,"Designer beachfront apt, safe loc",1306210,Raphael,,Copacabana,-22.976,-43.18838,Entire home/apt,636,1,82,2021-05-12,0.72,1,356
249616,Flat at Barra Near by WINDSOR HOTEL,1307761,Malí,,Barra da Tijuca,-23.01097,-43.32266,Entire home/apt,195,3,220,2017-11-11,2.14,2,0
251701,LEBLON BEACHFRONT VILLA APT.2,1319991,Jake,,Vidigal,-22.99037,-43.23115,Entire home/apt,511,7,27,2015-02-07,0.32,10,365
251868,Great & comfy studio Copa!,1321287,Helena,,Copacabana,-22.9792,-43.1901,Entire home/apt,120,4,83,2017-02-20,0.72,2,97
256323,Garden Studio - Home away from Home,1348172,Jennifer,,Santa Teresa,-22.91742,-43.1833,Entire home/apt,169,3,185,2021-03-08,1.68,1,161
262466,APTO BOTAFOGO - BEM LOCALIZADO,1377161,Ana Cristina,,Botafogo,-22.95508,-43.18251,Entire home/apt,250,1,3,2014-06-27,0.04,1,364
264816,Duplex in BARRA  w/private terrace,259815,Valerie & Alex,,Barra da Tijuca,-23.00291,-43.39086,Entire home/apt,251,14,34,2021-01-01,0.44,2,159
265072,New Apartment near Copacabana Beach,829630,Luciana,,Copacabana,-22.96554,-43.17655,Entire home/apt,107,1,74,2016-08-20,0.72,3,276
271975,Unbelievable Ocean View Apartment,1423140,Maria,,Vidigal,-22.99508,-43.23604,Entire home/apt,236,1,8,2019-10-05,0.08,1,365
272335,EXCELLENT APARTMENT IN COPACABANA!!,7506316,Vitor,,Copacabana,-22.9623,-43.17389,Entire home/apt,150,2,214,2019-12-07,1.93,1,189
272631,Comfort em Copacabana,1426830,Neyde,,Copacabana,-22.9675,-43.18666,Private room,137,2,22,2018-02-14,0.26,2,364
273261,Amazing Huge Apartment in Leblon,533566,Lucas,,Leblon,-22.98632,-43.22936,Entire home/apt,5091,2,0,,,1,365
273333,Suite charmosa no Jardim Botânico,625565,Kakau,,Jardim Botânico,-22.96612,-43.21899,Private room,120,3,19,2017-12-24,0.17,2,357
273363,Lindo quarto para longas temporadas,556738,Casa Da Carmen E,,Santa Teresa,-22.91825,-43.17872,Private room,48,90,4,2015-03-11,0.08,4,364
273463,2 bedroom apart with view to the lagoon and garage,319672,Valeria,,Lagoa,-22.97542,-43.19857,Entire home/apt,253,2,461,2021-04-12,4.45,6,130
273496,Luxury Accommodation in Hip Leblon,4022675,Thea & Gui,,Leblon,-22.98161,-43.22189,Entire home/apt,481,3,52,2020-02-25,0.77,1,292
273753,Beautiful room for students,556738,Casa Da Carmen E,,Santa Teresa,-22.91709,-43.18068,Private room,48,50,2,2013-12-03,0.03,4,321
274116,Comfortable apart in Santa Teresa - Rio de Janeiro,1433502,Norberto,,Santa Teresa,-22.91984,-43.1865,Entire home/apt,109,4,35,2017-04-06,0.45,1,359
274328,"IpanemaPenthouse, Very best location",1137583,Clara & Francisco,,Ipanema,-22.98465,-43.19794,Entire home/apt,524,5,87,2017-11-16,0.89,1,134
274552,APT LAPA. BOA NEGOCIAÇÃO CARNAVAL ATÉ 5 PESSOAS!,1435630,Arilson,,Centro,-22.91415,-43.18757,Entire home/apt,500,4,2,2017-01-12,0.02,1,365
276986,Priv bed/bathroom w/ A/C near Ipanema beach subway,1446638,Daniel & Raquel,,Ipanema,-22.98126,-43.19943,Private room,153,3,10,2014-07-12,0.09,1,364
277124,Beach and Mountain beauty in Rio!,72111,David,,São Conrado,-22.99804,-43.25947,Private room,465,2,12,2014-06-22,0.10,1,364
278679,"5 min a pé - Praia de Copacabana, Metrô, WiFi II",449677,Renato / Louri,,Copacabana,-22.98069,-43.19277,Entire home/apt,169,6,20,2021-06-30,3.17,6,87
278745,Luxury Apartment - in Ipanema,529105,Alex,,Ipanema,-22.98141,-43.20911,Entire home/apt,1732,7,1,2013-06-25,0.01,3,365
280625,"Fascinating Rio, on the hills!",496656,Marcia  Longras,,Botafogo,-22.94265,-43.18768,Private room,138,3,21,2016-09-23,0.68,11,365
280765,STUDIO RIO LAPA CARNIVAL,1464031,Erika,,Santa Teresa,-22.91543,-43.18419,Entire home/apt,181,3,4,2013-09-15,0.04,4,365
281459,ORLA LAGOA - 2 QTOS PERTO METRÔ & IPANEMA,1116738,Nilda,,Lagoa,-22.97406,-43.20676,Entire home/apt,349,5,9,2019-03-10,0.28,1,13
282071,"Rio, hospedagem e tranquilidade",1470188,Jaqueline,,Flamengo,-22.9365,-43.17868,Entire home/apt,332,2,36,2016-08-14,0.35,2,365
284762,"10People Ipanema/Copa (Páscoa, Boat Show, Feriado",1408960,Celina,,Copacabana,-22.98277,-43.1936,Entire home/apt,250,2,7,2014-06-23,0.08,2,325
285363,Apartment in Copacabana for up to 4 people 400m from the beach CaviRio PI401,1381764,Cavi Rio - Fabio,,Copacabana,-22.9619,-43.1749,Entire home/apt,216,2,105,2019-02-28,0.91,29,359
286677,a ocean view quadruple room in copacabana,1429181,Samuel,,Copacabana,-22.96633,-43.17754,Private room,250,2,33,2016-08-08,0.30,9,365
286702,double/twin bedroom studio in copa,1429181,Samuel,,Copacabana,-22.96333,-43.17483,Entire home/apt,119,3,126,2020-09-14,1.12,9,348
286788,triple ocean view room in copacaban,1429181,Samuel,,Copacabana,-22.96633,-43.17754,Private room,180,2,19,2014-06-28,0.21,9,365
286792,triple ocean view room in copacaban,1429181,Samuel,,Copacabana,-22.96745,-43.17654,Private room,180,2,1,2019-01-02,0.03,9,365
288758,517 Studio in Copacabana available,1500426,Rio,,Copacabana,-22.98484,-43.19215,Entire home/apt,150,5,25,2014-07-07,0.22,61,365
289898,double/twin ocean view room in copa,1429181,Samuel,,Copacabana,-22.96633,-43.17754,Private room,180,2,4,2019-01-01,0.07,9,365
290503,"5 min a pé - Praia de Copacabana, Metrô, WiFi III",449677,Renato / Louri,,Copacabana,-22.98069,-43.19277,Entire home/apt,179,6,26,2021-07-14,0.24,6,157
291290,Apartment in Copacabana / RIO,402478,Sascha,,Copacabana,-22.97566,-43.18893,Entire home/apt,359,4,4,2016-02-11,0.05,2,365
291771,Beautiful Newly Renovated Studio in Copacabana !,1511425,Renata,,Copacabana,-22.96343,-43.1905,Entire home/apt,2740,4,16,2014-03-06,0.14,1,83
293166,THE BEST PLACE FOR THE CARNIVAL IN RIO,1464031,Erika,,Santa Teresa,-22.9144,-43.18163,Entire home/apt,211,3,1,2017-01-13,0.02,4,365
293171,PRECIOSO PISO EN EL CORAZON DE RIO,1464031,Erika,,Santa Teresa,-22.9155,-43.18423,Entire home/apt,211,3,0,,,4,365
294292,"Copacabana, Cozy and Central",1309444,Sonia,,Copacabana,-22.96849,-43.18863,Private room,250,2,43,2020-02-27,0.39,2,326
295493,Delicious new and beautifull 2 bedrooms apartment,1526160,Mariana,,Laranjeiras,-22.9409,-43.19129,Entire home/apt,240,2,7,2014-06-29,1.08,2,364
295955,Acogedor departamento en un barrio precioso de Río,1527388,Ana,,Laranjeiras,-22.93477,-43.17963,Entire home/apt,123,29,16,2020-01-07,0.20,1,120
297908,Studio em Santa Teresa/Lapa,690494,Eduardo & Raimundo,,Santa Teresa,-22.91735,-43.18133,Entire home/apt,136,2,44,2021-02-20,0.52,1,352
299352,Santa Teresa Q ENSUITE for 2 people,1543711,Ezio,,Santa Teresa,-22.92978,-43.19623,Private room,767,2,7,2012-07-16,0.07,2,365
306113,Copacabana Beach side view 9th floor natural light,1574255,Claudio,,Copacabana,-22.97975,-43.19016,Entire home/apt,128,5,119,2016-07-08,1.35,1,129
307714,SUITE IN IPANEMA RIO DE JANEIRO,1583161,Vanessa,,Ipanema,-22.98323,-43.1982,Private room,255,5,8,2016-08-24,0.09,1,89
310233,"Sleek, luxurious, in Copacabana",1595467,Dennis,,Copacabana,-22.96738,-43.18026,Entire home/apt,137,6,26,2019-01-05,0.26,1,43
311801,Copa Penthouse Black & White Suite,1603206,Bob,,Copacabana,-22.96779,-43.18065,Entire home/apt,99,1,171,2016-08-26,1.49,6,132
313223,Bedroom & living room  in the best part of Ipanema,792218,Levy,,Ipanema,-22.98377,-43.20067,Entire home/apt,161,2,119,2021-05-07,1.05,10,338
313441,quarto com suite e cozinha casa boa,1451937,Marcelo,,Senador Camará,-22.88029,-43.49154,Private room,66,1,2,2014-06-23,0.02,1,365
314975,BEST PLACE IN RIO FOR CARNIVAL!! SEE REVIEWS!!,1617355,Claudio,,Leblon,-22.98836,-43.22646,Entire home/apt,600,8,18,2018-02-16,0.30,1,207
315102,idéalement situé ipanema,1618278,Andy,,Ipanema,-22.98649,-43.19793,Entire home/apt,148,4,41,2020-01-03,0.45,2,13
315109,Flat in the heart of Ipanema beach,1618486,Denise,,Ipanema,-22.9819,-43.20042,Entire home/apt,211,10,15,2014-06-30,0.14,2,107
316355,LEBLON 1 BED FLAT BEST LOCATION,1624674,Paula,,Leblon,-22.98036,-43.22677,Private room,367,4,11,2015-08-31,0.10,2,363
316652,Everything u need + Breakfast!,1626226,Luiz,,Botafogo,-22.94471,-43.18421,Private room,128,3,95,2018-03-11,0.83,1,362
318861,3 Bedroom 3 bathroom luxury apt.,1635489,Riyad,,Copacabana,-22.96703,-43.18193,Entire home/apt,1018,3,3,2014-06-19,0.17,1,0
321637,NEW WORLD LODGINGS #Caledonia Room,1641925,Charles,,Botafogo,-22.94187,-43.18707,Private room,665,3,1,2012-02-21,0.01,3,365
